measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,114,Haiti,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,27802.233059195012,36177.19146444436,21007.371312107196
1,Deaths,211,Mali,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,17753.43163268798,21483.125995521536,14451.223162842687
1,Deaths,213,Niger,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,17566.280327973585,22512.558605482747,13438.753272777729
1,Deaths,63,Ukraine,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,410992.6591343914,502638.35018555826,324494.96417307295
1,Deaths,195,Namibia,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,3751.3139507687815,4635.015942855835,2958.741243919853
1,Deaths,95,United Kingdom,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,159698.877384714,169446.22092318506,139719.75933578075
1,Deaths,14,Maldives,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,513.4062977152217,599.5939540763422,426.7391838161985
1,Deaths,143,Iraq,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,87539.29476201486,103034.28802657839,69350.6538241852
1,Deaths,80,France,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,152693.17948804196,166254.11761524584,127257.05103996514
1,Deaths,129,Honduras,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,17448.00590693385,20613.67638776348,15278.30841342975
1,Deaths,179,Ethiopia,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,69059.83057179785,79918.21004346367,59521.538297679974
1,Deaths,162,Bhutan,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,1302.0130654822776,1560.9822098259901,1058.056376278779
1,Deaths,214,Nigeria,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,190958.67609056225,231316.9403903706,157645.04688458203
1,Deaths,16,Philippines,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,225912.34593503733,261694.2194405602,193064.44594872446
1,Deaths,148,Morocco,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,134900.4708737884,151708.84897433763,109000.56143553654
1,Deaths,17,Sri Lanka,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,54780.581122574884,71702.25285901352,38561.64091904668
